id	region	municipality	settlement	type	population	children	latitude_dms	longitude_dms	latitude_dd	longitude_dd	oktmo	dadata	rosstat	ACME_Index_2000	ALPHA_Index100_2000	BRAVO_VALUE_2000	ACME_Index_2001	ALPHA_Index100_2001	BRAVO_VALUE_2001	ACME_Index_2002	ALPHA_Index100_2002	BRAVO_VALUE_2002	ACME_Index_2003	ALPHA_Index100_2003	BRAVO_VALUE_2003	ACME_Index_2004	ALPHA_Index100_2004	BRAVO_VALUE_2004	ACME_Index_2005	ALPHA_Index100_2005	BRAVO_VALUE_2005	ACME_Index_2006	ALPHA_Index100_2006	BRAVO_VALUE_2006	ACME_Index_2007	ALPHA_Index100_2007	BRAVO_VALUE_2007	ACME_Index_2008	ALPHA_Index100_2008	BRAVO_VALUE_2008	ACME_Index_2009	ALPHA_Index100_2009	BRAVO_VALUE_2009	ACME_Index_2010	ALPHA_Index100_2010	BRAVO_VALUE_2010	ACME_Index_2011	ALPHA_Index100_2011	BRAVO_VALUE_2011	ACME_Index_2012	ALPHA_Index100_2012	BRAVO_VALUE_2012	ACME_Index_2013	ALPHA_Index100_2013	BRAVO_VALUE_2013	ACME_Index_2014	ALPHA_Index100_2014	BRAVO_VALUE_2014	ACME_Index_2015	ALPHA_Index100_2015	BRAVO_VALUE_2015	ACME_Index_2016	ALPHA_Index100_2016	BRAVO_VALUE_2016	ACME_Index_2017	ALPHA_Index100_2017	BRAVO_VALUE_2017	ACME_Index_2018	ALPHA_Index100_2018	BRAVO_VALUE_2018	ACME_Index_2019	ALPHA_Index100_2019	BRAVO_VALUE_2019	ACME_Index_2020	ALPHA_Index100_2020	BRAVO_VALUE_2020	ACME_Index_2021	ALPHA_Index100_2021	BRAVO_VALUE_2021	ECHO_Type_2000	ECHO_Type_2001	ECHO_Type_2002	ECHO_Type_2003	ECHO_Type_2004	ECHO_Type_2005	ECHO_Type_2006	ECHO_Type_2007	ECHO_Type_2008	ECHO_Type_2009	ECHO_Type_2010	ECHO_Type_2011	ECHO_Type_2012	ECHO_Type_2013	ECHO_Type_2014	ECHO_Type_2015	ECHO_Type_2016	ECHO_Type_2017	ECHO_Type_2018	ECHO_Type_2019	ECHO_Type_2020	ECHO_Type_2021
45027	Ростовская область	Аксайский	Аксай	г	50296	11187	47.16.11	039.51.45	47.26972222	39.8625	60602101001	0	1	1.465962461	6.139745306	3778.682131	4.421585265	13.8518899	3771.918787	-1.622405907	9.35727703	3778.30613	-0.329650619	10.57420507	3772.729274	1.929573135	5.583653991	3772.239093	2.111470242	10.03217593	3774.449609	-1.500704283	12.47333558	3773.55328	3.490905277	10.12558691	3777.60797	2.3840762	10.88710808	3775.249639	1.117272637	10.76469009	3766.096551	0.105674969	9.800783932	3770.122298	-3.178012904	9.912616345	3773.79581	-1.740991296	5.07581845	3772.100797	2.630138261	10.75588969	NA	6.401019571	13.29725911	3765.797096	0.516613516	9.268371835	3775.855111	3.577031204	10.40795347	3771.908534	3.848610874	10.54723904	3771.375863	2.442441303	12.55027146	3767.151224	-4.86003582	10.01913992	3772.204076	-0.903105972	11.80808422	3773.518644	3.829102708	13.18185795	3773.229629	4	4	4	5	4	4	5	5	5	5	5	4	5	5	5	5	5	5	4	5	5	4
21483	Республика Северная Осетия - Алания	Алагирский	Алагир	г	36763	10017	43.02.30	044.13.12	43.04166667	44.22	90605101001	0	1	0.16342492	22.39130962	8664.399528	4.971279962	26.68940284	8658.571843	-1.038876809	NA	8664.981959	1.536624416	24.87739436	8659.734341	3.115460055	19.33361608	8661.201024	2.795829676	22.50821281	8661.290436	-0.420714138	24.30691043	8659.976034	2.762392457	NA	8663.594159	1.438553895	24.22365295	8663.25566	1.400238745	26.44124723	8652.294288	0.787828585	25.4846968	8659.614461	-4.026658875	22.45070938	8662.615101	0.646495025	19.21320061	8658.244941	2.202326528	25.32082169	8656.211156	4.590003549	25.53094447	8654.42244	1.405257747	22.7542271	8662.02231	3.530549866	24.50664861	8659.042471	3.844998043	25.07444106	8658.577308	3.369892879	25.59699978	8655.089899	-4.603803447	24.90223207	8660.665376	-1.149643521	25.75708947	8660.814979	1.803379399	26.83929264	8659.263599	3	4	3	2	2	2	1	0	0	1	2	1	2	1	2	1	1	0	0	0	1	1
79275	Свердловская область	Муниципальное образование город Алапаевск	Алапаевск	г	42988	9986	57.50.51	061.40.10	57.8475	61.66944444	65728000001	0	1	1.141639618	1.66775068	9233.883874	3.970447869	9.934677603	9225.299948	-2.838116475	6.330496244	9231.038236	0.777056859	7.347184315	9226.704966	2.797206227	0.312530672	9226.738085	2.695471225	NA	9229.677362	-2.64325152	7.368681666	9228.036285	2.713633668	2.464388338	9232.569508	0.431798015	5.738158358	9229.570349	-0.416308523	6.128589949	9219.591327	0.173577824	4.245649206	9224.951168	-3.168868891	5.461757074	9227.889131	-1.980904682	-0.643044344	9225.440258	1.983102182	5.491797253	9225.322876	5.614086788	7.746964702	9219.816503	1.681793139	5.572282921	9228.967304	5.105648876	3.777076853	9226.141725	4.284609471	5.216936752	9226.980952	0.792110996	6.411324371	9220.326597	-6.334822324	7.064743869	9228.676614	-0.534245382	6.379827498	9228.018297	2.085052327	8.584155241	9227.465076	5	4	3	2	2	3	3	4	5	5	5	4	5	4	4	3	2	3	2	3	2	3
123978	Чувашская республика	Алатырь	Алатырь	г	34785	6008	54.50.31	046.35.16	54.84194444	46.58777778	97704000001	0	1	-0.07329013	37.90149958	2573.837049	4.734564913	42.19959279	2568.009364	-1.275591859	36.25044517	2574.419479	1.299909367	40.38758431	2569.171862	2.878745005	34.84380603	2570.638545	2.559114626	38.01840276	2570.727957	-0.657429188	39.81710039	2569.413555	2.525677407	39.01784196	2573.03168	1.201838846	39.7338429	2572.693181	1.163523695	41.95143718	2561.731809	0.551113536	40.99488675	2569.051982	-4.263373924	37.96089934	2572.052622	0.409779975	34.72339056	2567.682462	1.965611479	40.83101165	2565.648676	NA	41.04113442	2563.859961	1.168542697	38.26441705	2571.459831	3.293834816	40.01683856	2568.479992	3.608282994	40.58463101	2568.014829	3.133177829	41.10718973	2564.52742	-4.840518496	40.41242202	2570.102897	-1.38635857	41.26727943	2570.2525	1.56666435	42.34948259	2568.70112	5	5	5	4	4	3	4	3	4	4	4	5	5	5	5	5	5	5	5	4	5	4
46636	Республика Саха (Якутия)	Алданский	Алдан	г	19958	4500	58.36.11	125.23.04	58.60305556	125.3844444	98603101001	0	1	3.089611474	90.48021264	8429.273633	4.89655242	100.1584977	8421.904724	-0.259743766	97.24012631	8426.098279	1.541992446	98.07060578	8422.730487	4.318475358	90.32414633	8424.358074	4.391732071	95.43086496	8425.692394	0.287996086	97.86597068	8423.895012	3.724164022	93.48399538	8428.287843	2.50509343	94.58197946	8426.92906	0.783600979	95.67686684	8415.356344	1.24403532	94.62409351	8420.689858	-2.044540446	96.46730354	8424.866167	-0.256675497	89.34166057	8422.545754	2.543714791	95.79789527	8420.991315	6.23044542	97.44423155	8416.916972	2.535437667	96.26085391	8426.41999	6.740817265	94.05589046	8423.323294	6.177686159	96.4621444	8423.956871	2.639781386	96.83288486	8414.921297	-5.46218121	97.6460392	8424.554075	1.57190926	96.60838467	8423.907566	3.615995787	98.63387544	8423.315529	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1
13617	Алтайский край	Алейск	Алейск	г	29249	6735	52.29.32	082.46.46	52.49222222	82.77944444	1703000001	0	1	-1.814412536	24.46313194	3698.99756	4.598695949	26.20829373	3693.75596	-0.287955433	22.98481132	3698.788688	3.293930945	23.26906716	3695.014395	3.645552441	19.83274978	3695.85536	3.167010048	23.19654203	3695.98401	0.600538166	23.68886105	3694.762363	1.201535308	24.60698429	3697.619654	1.898407382	24.52963256	3695.879823	2.819432573	26.72714891	3689.516963	1.104330132	25.58119807	3692.79494	-2.562191547	22.79413535	3696.255393	1.354919195	19.96061439	3692.253602	1.30257201	22.79204727	3692.592174	3.116910385	25.31310118	3690.080145	2.728436473	24.39554682	3697.167739	2.705916933	24.91722998	3694.60512	3.380349649	21.02891487	3693.479805	2.676149369	25.18226133	3692.349556	-2.76403301	25.81582786	3695.718439	-0.698725954	25.28672418	3695.202282	1.124228095	26.97887908	3696.824066	1	0	1	2	1	2	1	2	2	3	3	2	1	2	3	4	4	4	5	5	5	4
26718	Владимирская область	Александровский	Александров	г	59328	10894	56.23.52	038.43.39	56.39777778	38.7275	17605101001	0	1	-0.212769862	35.16870372	4549.914007	1.594171085	44.84698874	4542.545098	-3.562125102	41.92861739	4546.738654	-1.76038889	42.75909686	4543.370861	1.016094022	35.01263741	4544.998448	1.089350735	40.11935604	4546.332769	-3.01438525	42.55446176	4544.535387	0.421782687	38.17248646	4548.928218	-0.797287906	39.27047054	4547.569434	-2.518780357	40.36535792	NA	-2.058346015	39.31258459	4541.330233	-5.346921782	41.15579462	4545.506542	-3.559056832	34.03015165	4543.186128	-0.758666544	40.48638635	4541.631689	2.928064084	42.13272263	4537.557347	-0.766943669	40.949345	4547.060364	3.438435929	38.74438154	4543.963669	2.875304823	41.15063548	4544.597246	-0.66259995	41.52137594	4535.561671	-8.764562546	42.33453028	4545.19445	-1.730472076	41.29687575	4544.547941	0.313614452	43.32236652	4543.955903	1	2	2	3	4	3	3	2	3	2	2	1	0	0	0	0	1	0	0	0	0	0
51375	Пермский край	Александровский район	Александровск	г	12841	3439	59.09.47	057.35.05	59.16305556	57.58472222	57605105001	0	1	-0.158549186	90.33679158	8510.942751	2.98813583	91.29092914	8508.442575	-1.724693745	89.55497214	8509.294279	-0.77395801	88.43911783	8512.09058	-0.545251168	84.6813553	8509.279157	1.702356352	89.50560386	8509.291339	-1.113463345	89.99993612	8507.900406	-0.377835255	89.85009396	8511.543868	-0.463474625	90.8392346	8510.686927	0.241978393	91.22149408	8505.196579	0.511617167	91.4769538	8506.039617	-1.195301812	87.5945816	8510.345706	0.163428356	87.00236815	8509.152101	-0.806343081	88.30011426	NA	1.772859897	90.64356505	8505.261118	-0.349103918	90.73711812	8509.433483	2.101497724	91.85280704	8508.462335	0.917423377	87.72011342	8510.204883	0.26642863	90.4166406	8506.42248	-1.955549916	90.84772469	8511.084942	-2.50398773	90.70146496	8509.687005	2.571078594	NA	8510.06458	1	2	1	2	2	3	4	4	5	4	5	5	5	5	5	5	4	3	2	2	1	0
3124	Белгородская область	Алексеевский район	Алексеевка	г	38747	7621	50.37.48	038.41.17	50.63	38.68805556	14710000001	0	1	-0.644326051	41.61839835	8334.486908	0.434747138	43.14929529	8333.061845	0.188151067	41.70357179	NA	-0.103341467	42.57717312	8334.925713	-3.250809664	41.3151457	8332.202701	0.510502655	42.40178232	8333.573749	-1.587508265	42.95811987	8332.530139	0.801548889	41.60101816	8333.896029	0.494308819	42.95939159	8332.736628	-0.66273456	42.99392404	8333.179839	-0.305876055	41.9831355	8331.008094	-0.828436081	40.16259199	NA	-2.175342373	40.86445037	8333.889711	-0.298165332	43.11387871	8333.475741	0.884119128	42.4892592	8332.594387	-2.150387835	42.21241758	8334.336886	-0.803512448	41.78168351	8334.00238	-1.310431922	42.2664221	8333.270701	0.151665607	41.28891235	8332.359695	-0.038144599	41.64138525	8335.300025	0.639061644	41.42144136	8331.941476	-0.834821035	42.7389386	8334.913645	5	4	4	4	5	4	4	5	4	4	3	4	4	4	5	5	4	4	5	4	4	5
72982	Тульская область	Город Алексин	Алексин	г	67165	7187	54.30.10	037.04.00	54.50277778	37.06666667	70706000001	0	1	-3.694113993	73.13267316	5123.348135	2.126527063	74.95224552	5117.921149	-3.129941868	71.53966553	5123.453251	-0.288664489	72.44628309	5120.533381	0.586537064	68.01272985	5121.060428	0.888912108	71.1666397	5120.996509	-1.057217485	71.74433643	5120.420523	0.649540508	73.95806843	5123.485722	-0.05304829	73.77808438	5120.871768	-0.603605678	75.72637693	5113.490879	-1.024298121	74.21611236	5118.031497	-5.951787592	71.5269141	5121.059908	-1.492417765	68.29131472	5117.473719	0.577510795	72.91002673	5116.149848	0.703445741	73.98383928	5114.224871	-0.353489796	73.27793198	5122.076145	0.982392753	74.45170926	5119.851789	1.37975631	71.41110179	5118.547847	1.190534239	74.31841045	5116.783803	-6.183966155	73.82209548	5120.526363	-2.672800064	74.73812926	5120.524755	-1.334494762	75.50509785	5121.39827	1	0	0	0	1	1	1	1	2	2	3	2	3	3	3	4	4	5	5	5	5	4
42780	Республика Крым	Алушта	Алушта	г	29275	0	44.40.35	034.24.36	44.67638889	34.41	35703000001	0	1	-3.92451721	30.79606725	6987.627198	1.896123846	32.61563961	6982.200212	-3.360345084	29.20305962	6987.732315	-0.519067706	30.10967718	6984.812444	0.356133847	25.67612394	6985.339492	0.658508892	28.83003379	6985.275573	-1.287620702	29.40773052	6984.699586	0.419137292	31.62146252	6987.764786	-0.283451507	31.44147848	6985.150832	-0.834008894	33.38977102	6977.769942	-1.254701337	31.87950645	6982.31056	-6.182190809	29.19030819	6985.338972	-1.722820982	25.95470881	6981.752782	0.347107578	30.57342082	6980.428912	0.473042525	31.64723337	6978.503934	-0.583893013	30.94132608	6986.355209	0.751989536	32.11510335	6984.130853	1.149353093	29.07449589	6982.826911	0.960131023	31.98180454	6981.062867	-6.414369372	31.48548957	6984.805427	-2.903203281	32.40152335	6984.803819	-1.564897979	33.16849194	6985.677334	5	5	5	5	5	5	4	4	5	5	4	4	4	3	3	2	2	2	1	2	2	3
60435	Республика Татарстан	Альметьевский район	Альметьевск	г	151157	38269	54.54.05	052.17.50	54.90138889	52.29722222	92608101001	0	1	0.043851588	48.29267461	7590.211716	2.78495201	49.29099091	7586.801325	-1.626444726	45.99057825	7586.629779	0.321236602	45.98214892	7589.237397	0.117142114	43.80998575	7586.904637	0.234812667	47.60046223	7587.156624	-0.819262685	47.02718222	7585.973348	-0.054456338	48.34847819	7589.351011	-0.656772559	47.9529175	7587.58494	0.968003224	50.01022383	7583.090472	0.794271073	49.13218971	7583.017225	-1.264646089	45.35872029	7588.530247	-0.170078876	44.21827628	7586.240585	-0.820744349	46.5448989	7585.915408	2.538427016	48.81136966	7582.99925	-0.4320953	49.18624283	7587.273675	1.589922657	49.40998692	7585.404753	0.896190008	45.41039513	7586.195832	-0.518457624	48.68736706	7583.559249	-2.275837916	49.80288174	7588.638103	-3.333806272	49.07414414	7587.258619	0.904366436	47.38816465	7587.325297	1	2	1	1	1	0	1	0	0	0	0	1	1	2	3	4	3	4	4	5	5	4
97859	Хабаровский край	Амурский	Амурск	г	39046	7981	50.14.04	136.52.45	50.23444444	136.8791667	8603101001	0	1	1.435198093	2.440627578	5803.764811	4.33922419	2.955268455	5800.601458	-0.314013856	0.136629005	5802.050281	1.543392092	1.558946085	5804.475429	0.476475704	-3.431127503	5801.484187	3.348858631	1.361870595	5801.347729	1.67127762	2.208083017	5801.268361	3.42941105	1.741285935	5802.395204	2.057144473	3.317524038	5802.723664	1.389753449	3.018426589	5798.773709	2.594396523	2.551905558	5798.628968	0.845856198	-0.095418706	5801.911816	1.367024153	-0.844642392	5802.119747	1.307809107	-0.317014473	5801.596344	4.057310574	2.360935086	5798.655226	1.593138164	2.734208657	5802.5365	NA	2.42780961	5801.526115	2.293894886	0.859783283	5802.95385	2.233082704	1.334109768	5798.449085	-0.144520663	3.263822234	5804.162154	-0.328311222	0.931090221	5801.960017	2.659226586	0.751158469	5804.327874	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	4
